[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:141.55s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.57s | 弾数:104/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.57s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.58s | 弾数:103/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.58s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.60s | 弾数:102/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.60s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.62s | 弾数:101/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.62s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.63s | 弾数:100/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.63s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.65s | 弾数: 99/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.65s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.67s | 弾数: 98/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.67s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.68s | 弾数: 97/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.68s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.70s | 弾数: 96/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.70s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.72s | 弾数: 95/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.72s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.73s | 弾数: 94/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.73s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.75s | 弾数: 93/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.75s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.77s | 弾数: 92/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.77s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.78s | 弾数: 91/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.78s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.80s | 弾数: 90/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.80s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.82s | 弾数: 89/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.82s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.83s | 弾数: 88/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.83s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.85s | 弾数: 87/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.85s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.87s | 弾数: 86/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.87s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.88s | 弾数: 85/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.88s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.90s | 弾数: 84/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.90s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.92s | 弾数: 83/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.92s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.93s | 弾数: 82/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.93s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.95s | 弾数: 81/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.95s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.97s | 弾数: 80/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.97s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.98s | 弾数: 79/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.98s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.00s | 弾数: 78/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.00s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.02s | 弾数: 77/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.02s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.03s | 弾数: 76/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.03s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.05s | 弾数: 75/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.05s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.07s | 弾数: 74/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.07s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.08s | 弾数: 73/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.08s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.10s | 弾数: 72/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.10s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.12s | 弾数: 71/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.12s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.13s | 弾数: 70/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.13s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.15s | 弾数: 69/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.15s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.17s | 弾数: 68/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.17s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.18s | 弾数: 67/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.18s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.20s | 弾数: 66/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.20s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.22s | 弾数: 65/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.22s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.23s | 弾数: 64/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.23s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.25s | 弾数: 63/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.25s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.27s | 弾数: 62/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.27s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.28s | 弾数: 61/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.28s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.30s | 弾数: 60/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.30s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.32s | 弾数: 59/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.32s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.33s | 弾数: 58/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:142.33s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:142.35s | 弾数: 57/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
